주택명,방이름,입주타입,면적,보증금,월임대료,관리비,층,호,입주가능일,입주가능,수집일시
묘나공주 연남,303,1인1실,24.32m²,"214,700,000원",0원,"95,000원",3,303,1,2025-08-28,2025-08-28 09:05:40
묘나공주 연남,304,1인1실,18.23m²,0원,0원,0원,3,304,1,,2025-08-28 09:05:40
묘나공주 연남,305,1인1실,18.56m²,0원,0원,0원,3,305,1,,2025-08-28 09:05:40
묘나공주 연남,401,1인1실,20.21m²,0원,0원,0원,4,401,1,,2025-08-28 09:05:40
묘나공주 연남,402,1인1실,24.13m²,0원,0원,0원,4,402,1,,2025-08-28 09:05:40
묘나공주 연남,403,1인1실,24.28m²,0원,0원,0원,4,403,1,,2025-08-28 09:05:40
묘나공주 연남,501,1인1실,20.21m²,0원,0원,0원,5,501,1,,2025-08-28 09:05:40
묘나공주 연남,502,1인1실,19.06m²,"168,250,000원",0원,"70,000원",5,502,1,9월말 협의가능,2025-08-28 09:05:40
묘나공주 연남,503,1인1실,18.96m²,0원,0원,0원,5,503,1,,2025-08-28 09:05:40
써드플레이스 홍은2,201,1인1실,31.52m²,"80,000,000원","380,000원","75,000원",2,1,2,2020.07,2025-08-28 09:05:40
써드플레이스 홍은2,202,1인1실,18.2m²,"40,000,000원","300,000원","75,000원",2,2,1,2020.07,2025-08-28 09:05:40
써드플레이스 홍은2,301,1인1실,36.99m²,"120,000,000원","380,000원","75,000원",3,1,2,2020.07,2025-08-28 09:05:40
써드플레이스 홍은2,302,1인1실,21.5m²,"60,000,000원","300,000원","75,000원",3,2,1,2020.07,2025-08-28 09:05:40
써드플레이스 홍은2,401,1인1실,44.61m²,"160,000,000원","400,000원","75,000원",4,1,2,2020.07,2025-08-28 09:05:40
삶을 잇는 공간 309,101,기타,106.87m²,"353,381,000원",0원,"60,000원",1,1,4,2019년12월31일이후,2025-08-28 09:05:40
삶을 잇는 공간 309,201,기타,112.14m²,"370,807,000원",0원,"60,000원",2,1,4,2019년12월31일이후,2025-08-28 09:05:40
삶을 잇는 공간 309,301,기타,112.14m²,"370,807,000원",0원,"60,000원",3,1,4,2019년12월31일이후,2025-08-28 09:05:40
삶을 잇는 공간 309,501,기타,129.13m²,"426,987,000원",0원,"60,000원",5,1,5,2019년12월31일이후,2025-08-28 09:05:40
신내 여성안심주택 [달리],506호,기타,40.8m²,0원,0원,0원,5,6,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],505호,기타,30.9m²,0원,0원,0원,5,5,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],504호,기타,30.9m²,0원,0원,0원,5,4,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],503호,기타,30.9m²,0원,0원,0원,5,3,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],502호,기타,30.9m²,0원,0원,0원,5,2,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],501호,기타,30.9m²,0원,0원,0원,5,1,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],406호,기타,40.8m²,0원,0원,0원,4,6,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],405호,기타,30.9m²,0원,0원,0원,4,5,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],404호,기타,30.9m²,0원,0원,0원,4,4,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],403호,기타,30.9m²,0원,0원,0원,4,3,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],402호,기타,30.9m²,0원,0원,0원,4,2,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],401호,기타,30.9m²,0원,0원,0원,4,1,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],306호,기타,40.8m²,0원,0원,0원,3,6,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],305호,기타,30.9m²,0원,0원,0원,3,5,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],304호,기타,30.9m²,0원,0원,0원,3,4,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],303호,기타,30.9m²,0원,0원,0원,3,3,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],302호,기타,30.9m²,0원,0원,0원,3,2,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],301호,기타,30.9m²,0원,0원,0원,3,1,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],206호,기타,40.8m²,0원,0원,0원,2,6,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],205호,기타,30.9m²,0원,0원,0원,2,5,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],204호,기타,30.9m²,0원,0원,0원,2,4,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],203호,기타,30.9m²,0원,0원,0원,2,3,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],202호,기타,30.9m²,0원,0원,0원,2,2,0,,2025-08-28 09:05:40
신내 여성안심주택 [달리],201호,기타,30.9m²,0원,0원,0원,2,1,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],201호,기타,59.5m²,0원,0원,0원,2,1,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],301호,기타,59.5m²,0원,0원,0원,3,1,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],401호,기타,59.5m²,0원,0원,0원,4,1,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],501호,기타,59.5m²,0원,0원,0원,5,1,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],202호,기타,58.9m²,0원,0원,0원,2,2,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],302호,기타,58.9m²,0원,0원,0원,3,2,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],402호,기타,58.9m²,0원,0원,0원,4,2,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],502호,기타,58.9m²,0원,0원,0원,5,2,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],203호,기타,58.9m²,0원,0원,0원,2,3,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],303호,기타,58.9m²,0원,0원,0원,3,3,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],403호,기타,58.9m²,0원,0원,0원,4,3,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],503호,기타,58.9m²,0원,0원,0원,5,3,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],204호,기타,58.9m²,0원,0원,0원,2,4,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],304호,기타,58.9m²,0원,0원,0원,3,4,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],404호,기타,58.9m²,0원,0원,0원,4,4,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],504호,기타,58.9m²,0원,0원,0원,5,4,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],205호,기타,59.6m²,0원,0원,0원,2,5,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],305호,기타,59.6m²,0원,0원,0원,3,5,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],405호,기타,59.6m²,0원,0원,0원,4,5,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],505호,기타,59.6m²,0원,0원,0원,5,5,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],206호,기타,46.4m²,0원,0원,0원,2,6,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],306호,기타,46.4m²,0원,0원,0원,3,6,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],406호,기타,46.4m²,0원,0원,0원,4,6,0,,2025-08-28 09:05:40
신내소행주 - 공동육아형 공동체주택 [너나들이],506호,기타,46.4m²,0원,0원,0원,5,6,0,,2025-08-28 09:05:40
