주택명,주소,입주대상,주거형태,면적,총 주거인원,평면도_이미지_수,입주가능_방수,지하철,버스,편의시설_수,상호,대표자,대표전화,이메일
오늘공동체주택,서울 도봉구 도봉로191길 80 (도봉동 351-2),제한없음,다세대주택,전용 655.42m² / 공용 237.24m²,총 14명 / 총 6호 / 총 6실,54,6,정보 없음,정보 없음,0,정보 없음,정보 없음,정보 없음,정보 없음
