id,house_name,address,target_residents,housing_type,area_info,total_residents,created_at,updated_at
1,오늘공동체주택,서울 도봉구 도봉로191길 80 (도봉동 351-2),제한없음,다세대주택,전용 655.42m² / 공용 237.24m²,총 14명 / 총 6호 / 총 6실,2025-08-16 14:37:57,2025-08-16 14:37:57
